"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX290701_Social_Vulnerability_Community_Resilience_State_FIPS","State-level FIPS code ","DCW_290701.doc","string","","","","","","","PhenX","PX290701010000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_State_Name","State name ","DCW_290701.doc","enumerated","","","","","","","PhenX","PX290701020000","","","","","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Housing_Structures_Over_Ten_Units_Estimate","Percentile percentage housing in structures with 10 or more units estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701540000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Mobile_Homes_Estimate","Percentile percentage mobile homes estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701550000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Households_More_People_Room_Estimate","Percentile percentage households with more people than rooms estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701560000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Households_Vehicle_Available_Estimate","Percentile percentage households with no vehicle available estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701570000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Institutionalized_Group_Quarters_Estimate","Percentile percentage of persons in institutionalized group quarters estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701580000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Ranking_Housing_Transportation","Percentile ranking for Housing/Transportation theme","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701590000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Overall_Ranking","Overall percentile ranking","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701600000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Poverty","Is the percentage of persons in poverty is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701610000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Unemployed","Is the percentage of civilian unemployed is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701620000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Per_Capita_Income","Is per capita income is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701630000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_High_School_Diploma","Is the percentage of persons with no high school diploma is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701640000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Age_Over_65","Is the percentage of persons aged 65 and older is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701650000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Age_Under_17","Is the percentage of persons aged 17 and younger is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701660000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Disability","Is the percentage of persons with a disability is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701670000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Single_Parent_Household","Is the percentage of single parent households is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701680000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Minority","Is the percentage of minority is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701690000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Limited_English","Is the percentage those with limited English is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701700000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Multi_Unit_Housing","Is the percentage of households in multi- unit housing is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701710000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Mobile_Homes","Is the percentage of mobile homes is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701720000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Crowded_Households","Is the percentage of crowded households is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701730000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Households_Vehicles","Is the percentage of households with no vehicles is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701740000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_90_Institutionalized_Group_Quarters","Is the percentage of persons in institutionalized group quarters is in the 90th percentile?","DCW_290701.doc","encoded values","","","","","","","PhenX","PX290701750000","","","","","1 = Yes","2 = No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Uninsured_Noninstitutionalized_Population_Estimate","Adjunct variable - Uninsured in the total civilian noninstitutionalized population estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701760000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Uninsured_Noninstitutionalized_Population_Estimate_MOE","Adjunct variable - Uninsured in the total civilian noninstitutionalized population estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701770000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Uninsured_Noninstitutionalized_Population_Estimate","Adjunct variable - Percentage uninsured in the total civilian noninstitutionalize d population estimate, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701780000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Uninsured_Noninstitutionalized_Population_Estimate_MOE","Adjunct variable - Percentage uninsured in the total civilian noninstitutionalized population estimate MOE, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701790000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Daytime_Population","Adjunct variable - Estimated daytime population, LandScan 2012","DCW_290701.doc","integer","","","","","","","PhenX","PX290701800000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
