VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,
PX660701_FamilyHistory_MentalDisorders_Alcoholism_Onset,Record age he/she began to have alcohol-related problems.,DCW_660701.doc,integer,,,,,,,PhenX,PX660701062300,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Alcoholism_Quit,Record age he/she stopped drinking heavily.,DCW_660701.doc,integer,,,,,,,PhenX,PX660701062400,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Drugs,Which drugs did he/she have trouble with? Specify,DCW_660701.doc,string,,,,,,,PhenX,PX660701062500,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Physical_Health,"Because of his/her drug use, did he/she have physical health problems (hepatitis, overdose, withdrawal symptoms, accidental injuries)?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701062600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Psychological_Health,"Because of his/her drug use, did he/she have emotional or psychological problems (uninterested, depressed, suspicious/paranoid, having strange ideas)?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701062700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Legal_Trouble,"Because of his/her drug use, did he/she have legal problems (arrests for possessing, selling, or stealing drugs)?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701062800,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Relationships,"Because of his/her drug use, did he/she have problems with family or friends?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701062900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Responsibilities,"Because of his/her drug use, did he/she have troubles at work or school?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701063000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Treatment,Did he/she go to NA or have any kind of treatment? (Code and describe all that apply),DCW_660701.doc,encoded,,,,,,,PhenX,PX660701063100,,,,,0 = None,1 = Inpatient,2 = Outpatient,3 = NA or other self help,4 = Medication,9 = Unknown
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Treatment_Inpatient,Describe the treatment received.,DCW_660701.doc,string,,,,,ASK IF inpatient encoded,,PhenX,PX660701063200,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Treatment_Outpatient,Describe the treatment received.,DCW_660701.doc,string,,,,,ASK IF outpatient encoded,,PhenX,PX660701063300,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Treatment_NA,Describe the treatment received.,DCW_660701.doc,string,,,,,ASK IF NA encoded,,PhenX,PX660701063400,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Treatment_Medication,Describe the treatment received.,DCW_660701.doc,string,,,,,ASK IF Medication encoded,,PhenX,PX660701063500,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Problem,Does he/she currently have a problem with drugs?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701063600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_DrugAbuse_Quit,Record age he/she stopped using drugs heavily.,DCW_660701.doc,integer,,,,,,,PhenX,PX660701063700,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_SubstanceAbuse_Interviewer_Judgement,Interviewer judgement on reliability of this information:,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701063800,,,,,1 = Good,2 = Fair,3 = Poor,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Interview_Date,What's the interview date?,DCW_660701.doc,date,,,,,,,PhenX,PX660701063900,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_LastName,What is the family last name?,DCW_660701.doc,string,,,,,,,PhenX,PX660701064000,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Id,What is the family ID number?,DCW_660701.doc,integer,,,,,,,PhenX,PX660701064100,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Informant_Name,"What is the first, middle, and last name of the Informant?",DCW_660701.doc,string,,,,,,,PhenX,PX660701064200,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Informant_Id,What is the Informant's ID number?,DCW_660701.doc,integer,,,,,,,PhenX,PX660701064300,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Subject_Name,"What is the first, middle, and last name of the person being described?",DCW_660701.doc,string,,,,,,,PhenX,PX660701064400,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Subject_Id,What is the ID number of the person being described?,DCW_660701.doc,string,,,,,,,PhenX,PX660701064500,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Beliefs,"Code for a single episode (best recalled, worst episode if possible). What were his/her unusual beliefs or experiences? Specify",DCW_660701.doc,string,,,,,,,PhenX,PX660701064600,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Harm,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever believe people were following him/her, or that someone was trying to hurt or poison him/her?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701064700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Mindreading,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever believe someone was reading his/her mind?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701064800,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Outsidecontrol,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever believe he/she was under the control of some outside person or power or force?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701064900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Broadcast_Thoughts,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever believe his/her thoughts were broadcast, or that an outside force took away his/her thoughts or put thoughts into his/her head?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_OtherBeliefs,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever have any other strange or unusual beliefs?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_OtherBeliefs_Describe,"If Yes, describe",DCW_660701.doc,string,,,,,,,PhenX,PX660701065200,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Hallucination_Sight,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever see things that were not really there?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Hallucination_Audio,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever hear voices or other sounds that were not real?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Hallucination_Describe,"If Yes, describe",DCW_660701.doc,string,,,,,,,PhenX,PX660701065500,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Hallucination_Other,"(Code YES if: Voice with content having no relation to depression or elation, or voice keeping up running commentary on subject’s behavior or thoughts, or two or more voices conversing.)",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Speech,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever speak in a way that was difficult to make sense of?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Speech_Describe,"If Yes, describe",DCW_660701.doc,string,,,,,,,PhenX,PX660701065800,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Physical,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever seem to be physically stuck in one position, or move around excitedly without any purpose?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701065900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Emotions,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever appear to have no emotions, or inappropriate emotions?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701066000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Episode,How long did the longest of these experiences last? In weeks,DCW_660701.doc,integer,weeks,,,,,,PhenX,PX660701066100,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Mood,"When any (SX above) happened, did he/she also have the mood disturbance we discussed before, at the same time?",DCW_660701.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania,,PhenX,PX660701066200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Duration,"(Probe and code YES if mania and/or depression lasted at least 30% of total duration of illness described above, or medication for it.)",DCW_660701.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania and subject had mood disturbance at same time,,PhenX,PX660701066300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Medication,"(Probe and code YES if illness described above, or medication for it, was ever present for as long as one week, without depression and/or mania.)",DCW_660701.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania and subject had mood disturbance at same time,,PhenX,PX660701066400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_TwoWeeks,(Code YES if the above was true for as long as two weeks.),DCW_660701.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania and subject had mood disturbance at same time,,PhenX,PX660701066500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Treatment,Code and describe professional treatment:,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701066601,,,,,0 = None,1 = Inpatient,2 = Outpatient,3 = ECT,4 = Medication,9 = Unknown
PX660701_FamilyHistory_MentalDisorders_Psychosis_Treatment_Inpatient,Describe the treatment received.,DCW_660701.doc,string,,,,,,,PhenX,PX660701066602,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Treatment_Outpatient,Describe the treatment received.,DCW_660701.doc,string,,,,,,,PhenX,PX660701066603,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Treatment_Ect,Describe the treatment received.,DCW_660701.doc,string,,,,,,,PhenX,PX660701066604,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Treatment_Medication,Describe the treatment received.,DCW_660701.doc,string,,,,,,,PhenX,PX660701066605,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_OtherDetails,Describe details and/or other treatment:,DCW_660701.doc,string,,,,,,,PhenX,PX660701066700,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Onset,What is the subject's age of onset?,DCW_660701.doc,integer,,,,,,,PhenX,PX660701066800,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Episodes,Number of episodes (Code 001 if chronic symptoms and/or treatment since onset):,DCW_660701.doc,integer,,,,,,,PhenX,PX660701066900,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Duration_Weeks,"Total illness duration (all episodes, includes active and prodromal and/or residual symptoms and/or treatment).",DCW_660701.doc,integer,weeks,,,,,,PhenX,PX660701067001,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Duration_Years,"Total illness duration (all episodes, includes active and prodromal and/or residual symptoms and/or treatment).",DCW_660701.doc,integer,years,,,,,,PhenX,PX660701067002,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Rate_Impairment,Rate and code impairment or incapacitation:,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Psychosis_Interviewer_Judgement,Interviewer judgement on reliability of this information:,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Social,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she stay away from family and friends, become socially isolated?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Responsibilites,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have trouble doing his/her job, going to school, or doing work at home?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Behavior,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she do something peculiar like talking to self in public?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Hygiene,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she neglect hygiene and grooming?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Emotions,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she appear to have no emotions or inappropriate emotions?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Speech,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she speak in a way that was hard to understand, or was he/she at a loss for words?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067800,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Beliefs,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have unusual beliefs or ideas?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701067900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Perceptions,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have unusual perceptions, like sensing the presence of a person not actually present?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Energy,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have no interests, no energy?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Interpretation,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she find special meaning in TV, radio, or newspaper articles?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Nervous,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she feel nervous with other people?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Prodomal_Worry,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she worry that people were out to get him/her?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Social,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she stay away from family and friends, become socially isolated?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Responsibilites,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have trouble doing his/her job, going to school, or doing work at home?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Behavior,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she do something peculiar like talking to self in public?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Hygiene,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she neglect hygiene and grooming?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068800,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Emotions,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she appear to have no emotions or inappropriate emotions?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701068900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Speech,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she speak in a way that was hard to understand, or was he/she at a loss for words?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Beliefs,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have unusual beliefs or ideas?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Perceptions,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have unusual perceptions, like sensing the presence of a person not actually present?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Energy,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she have no interests, no energy?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Interpretation,"Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she find special meaning in TV, radio, or newspaper articles?",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Nervous,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she feel nervous with other people?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Worry,Now I would like to ask you about the year before his/her (psychotic symptoms) started. During that time did he/she worry that people were out to get him/her?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Episode,How long did he/she have these experiences?,DCW_660701.doc,integer,weeks,,,,,,PhenX,PX660701069700,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Residual_Episode_Other,How long did he/she have these experiences after his/her (Active psychotic features) stopped?,DCW_660701.doc,integer,weeks,,,,,,PhenX,PX660701069800,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Residual_History,Was he/she always this way?,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701069900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Interview_Date,What's the interview date?,DCW_660701.doc,date,,,,,,,PhenX,PX660701070000,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_LastName,What is the family last name?,DCW_660701.doc,string,,,,,,,PhenX,PX660701070100,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Id,What is the family ID number?,DCW_660701.doc,integer,,,,,,,PhenX,PX660701070200,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Informant_Name,"What is the first, middle, and last name of the Informant?",DCW_660701.doc,string,,,,,,,PhenX,PX660701070300,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Informant_Id,What is the Informant's ID number?,DCW_660701.doc,integer,,,,,,,PhenX,PX660701070400,,,,,,,,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Exploitation,"Does he/she often keep an eye out to stop people from taking advantage of him/her? Expects, without sufficient basis, to be exploited/harmed by others.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701070500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Loyalty,"Does he/she get concerned that friends or co-workers are not really loyal or trustworthy? Questions, without justification, loyalty of friends or associates.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701070600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Interpretation,Does he/she often pick up hidden threats or put-downs from what people say or do? Reads hidden demeaning or threatening meanings into benign remarks or events.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701070700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Grudges,Does he/she take a long time to forgive someone if they have insulted or hurt him/her? Bears grudges or unforgiving of insults/slights.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701070800,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Trust,Does he/she seem to believe it is best not to let other people know much about him/her? Reluctant to confide in others because of unwarranted fear that information will be used against him/her.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701070900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Anger,"Does he/she often get angry about being insulted or slighted? Easily slighted, quick to react with anger or counterattack.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Paranoid_Jealousy,"Does he/she seem to be a jealous person? Ever suspected that his/her spouse/partner was unfaithful? Questions, without justification, fidelity of spouse or sexual partner.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Relationship,"Does he/she seem not to want or enjoy close relationships, like with family or friends? Neither desires nor enjoys close relationships, including family.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Loner,Does he/she prefer to do things alone rather than with other people? Almost always chooses solitary activities.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Emotions,"Does he/she hardly ever seem to have strong feelings, like being very angry or very happy? Rarely, if ever, claims or appears to experience strong emotions, anger/joy.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Sexuality,Does he/she seem uninterested in being sexually involved with another person? Little if any desire to have sexual experiences with another person (age taken into account).,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Praise,Does he/she seem not to care if people praise or criticize him/her? Indifferent to praise and criticism from others.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Confide,"Does he/she have no one to be really close to or confide in, or just one person, outside of the immediate family? No close friends or confidants, or only one, other than first-degree relatives.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizoid_Interactions,"Does he/she act cold or distant, hardly ever smile or nod back at people? Constricted affect, aloof, cold, rarely reciprocates gestures or expressions.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071800,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Paranoid,Does he/she wonder if people talking to each other are talking about him/her? Say that a common event or object is a special sign for him/her? Ideas of reference (not delusions of reference).,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701071900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Nercous,Does he/she often act nervous in a group of unfamiliar people? Excessive social anxiety.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Supernatural,"Does he/she reports experiences with the supernatural? Believe in astrology, seeing the future, UFOs, ESP or a “sixth sense”? Odd beliefs or magical thinking, influencing behavior and inconsistent with subcultural norms.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Perception,"Does he/she mistake objects or shadows for people, or noises for voices? Have a sense that some invisible person or force is around? See faces change before his/her eyes? Unusual perceptual experiences.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Behavior,"Does he/she behave in odd or eccentric ways? Look peculiar or untidy, have unusual mannerisms, talk to him/herself? Odd, eccentric, peculiar behavior or appearance.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072300,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Focus,"Does he/she sometimes make it hard to follow what he/she is saying? Ramble off the subject, talk in vague or abstract terms? Odd speech (without loosened associations or incoherence).",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Schizotypal_Composure,"Does he/she sometimes act silly, not in keeping with the situation? Or tend not to show any feelings in response to people? Inappropriate or constricted affect (e.g., silly or aloof).",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072500,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Impairment_Interaction,"Does he/she have problems because of this behavior or thinking or feeling—either with the family or socially, or at work or school? Significant social or occupational impairment.",DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660701_FamilyHistory_MentalDisorders_Impairment_Distress,Does this behavior or thinking or feeling cause the person unhappiness? Significant subjective distress.,DCW_660701.doc,encoded,,,,,,,PhenX,PX660701072700,,,,,0 = No,1 = Yes,9 = Unknown,,,
