VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,VARIABLE_TERM,ORDER,VALUES,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_EpisodesEncoded_1,What is the number of episodes in 1 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Days_2,What is the number of days in 2 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103170301,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_DaysEncoded_2,What is the number of days in 2 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170302,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Episodes_2,What is the number of episodes in 2 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103170401,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_EpisodesEncoded_2,What is the number of episodes in 2 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170402,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Days_3,What is the number of days in 3 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103170501,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_DaysEncoded_3,What is the number of days in 3 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170502,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Episodes_3,What is the number of episodes in 3 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103170601,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_EpisodesEncoded_3,What is the number of episodes in 3 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170602,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Days_4,What is the number of days in 4 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103170701,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_DaysEncoded_4,What is the number of days in 4 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170702,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Episodes_4,What is the number of episodes in 4 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103170801,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_EpisodesEncoded_4,What is the number of episodes in 4 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170802,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Days_5,What is the number of days in 5 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103170901,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_DaysEncoded_5,What is the number of days in 5 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103170902,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Episodes_5,What is the number of episodes in 5 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103171001,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_EpisodesEncoded_5,What is the number of episodes in 5 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103171002,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Days_6,What is the number of days in 6 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103171101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_DaysEncoded_6,What is the number of days in 6 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103171102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_Episodes_6,What is the number of episodes in 6 month prior that you experienced an objective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103171201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_ObjectiveOvereating_EpisodesEncoded_6,What is the number of episodes in 6 month prior that you experienced an objective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103171202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Days_1,What is the number of days in 1 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103180101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_DaysEncoded_1,What is the number of days in 1 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Episodes_1,What is the number of episodes in 1 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103180201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_EpisodesEncoded_1,What is the number of episodes in 1 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Days_2,What is the number of days in 2 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103180301,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_DaysEncoded_2,What is the number of days in 2 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180302,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Episodes_2,What is the number of episodes in 2 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103180401,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_EpisodesEncoded_2,What is the number of episodes in 2 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180402,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Days_3,What is the number of days in 3 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103180501,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_DaysEncoded_3,What is the number of days in 3 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180502,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Episodes_3,What is the number of episodes in 3 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103180601,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_EpisodesEncoded_3,What is the number of episodes in 3 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180602,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Days_4,What is the number of days in 4 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103180701,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_DaysEncoded_4,What is the number of days in 4 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180702,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Episodes_4,What is the number of episodes in 4 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103180801,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_EpisodesEncoded_4,What is the number of episodes in 4 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180802,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Days_5,What is the number of days in 5 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103180901,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_DaysEncoded_5,What is the number of days in 5 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103180902,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Episodes_5,What is the number of episodes in 5 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103181001,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_EpisodesEncoded_5,What is the number of episodes in 5 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103181002,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Days_6,What is the number of days in 6 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103181101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_DaysEncoded_6,What is the number of days in 6 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103181102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_Episodes_6,What is the number of episodes in 6 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103181201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_Subjective_EpisodesEncoded_6,What is the number of episodes in 6 month prior that you experienced a subjective bulimic episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103181202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Days_1,What is the number of days in 1 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103190101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_DaysEncoded_1,What is the number of days in 1 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Episodes_1,What is the number of episodes in 1 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103190201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_EpisodesEncoded_1,What is the number of episodes in 1 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Days_2,What is the number of days in 2 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103190301,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_DaysEncoded_2,What is the number of days in 2 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190302,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Episodes_2,What is the number of episodes in 2 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103190401,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_EpisodesEncoded_2,What is the number of episodes in 2 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190402,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Days_3,What is the number of days in 3 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103190501,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_DaysEncoded_3,What is the number of days in 3 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190502,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Episodes_3,What is the number of episodes in 3 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103190601,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_EpisodesEncoded_3,What is the number of episodes in 3 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190602,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Days_4,What is the number of days in 4 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103190701,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_DaysEncoded_4,What is the number of days in 4 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190702,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Episodes_4,What is the number of episodes in 4 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103190801,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_EpisodesEncoded_4,What is the number of episodes in 4 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190802,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Days_5,What is the number of days in 5 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103190901,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_DaysEncoded_5,What is the number of days in 5 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103190902,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Episodes_5,What is the number of episodes in 5 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103191001,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_EpisodesEncoded_5,What is the number of episodes in 5 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103191002,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Days_6,What is the number of days in 6 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103191101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_DaysEncoded_6,What is the number of days in 6 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103191102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_Episodes_6,What is the number of episodes in 6 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103191201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SubjectiveOvereating_EpisodesEncoded_6,What is the number of episodes in 6 month prior that you experienced a subjective overeating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103191202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Days_1,What is the number of days in 1 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103200101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_DaysEncoded_1,What is the number of days in 1 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Episodes_1,What is the number of episodes in 1 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103200201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_EpisodesEncoded_1,What is the number of episodes in 1 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Days_2,What is the number of days in 2 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103200301,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_DaysEncoded_2,What is the number of days in 2 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200302,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Episodes_2,What is the number of episodes in 2 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103200401,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_EpisodesEncoded_2,What is the number of episodes in 2 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200402,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Days_3,What is the number of days in 3 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103200501,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_DaysEncoded_3,What is the number of days in 3 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200502,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Episodes_3,What is the number of episodes in 3 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103200601,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_EpisodesEncoded_3,What is the number of episodes in 3 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200602,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Days_4,What is the number of days in 4 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103200701,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_DaysEncoded_4,What is the number of days in 4 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200702,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Episodes_4,What is the number of episodes in 4 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103200801,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_EpisodesEncoded_4,What is the number of episodes in 4 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200802,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Days_5,What is the number of days in 5 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103200901,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_DaysEncoded_5,What is the number of days in 5 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103200902,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Episodes_5,What is the number of episodes in 5 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103201001,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_EpisodesEncoded_5,What is the number of episodes in 5 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103201002,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Days_6,What is the number of days in 6 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103201101,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_DaysEncoded_6,What is the number of days in 6 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103201102,,00 = if none,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_Episodes_6,What is the number of episodes in 6 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103201201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BulimicEpisodes_SenseLossControl_EpisodesEncoded_6,What is the number of episodes in 6 month prior that you experienced a sense of loss of control while eating episode?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103201202,,000 = if none,777 = if the number of episodes is so great that their frequency cannot be calculated,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BingeEating_Prior2Month_Comparison,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)? Did you have any episodes like ....... (describe a representative objective bulimic episode)?,DCW_650103.doc,enumerated,,,,,skip logic,ASK IF subject has had at least 12 objective bulimic episodes over the past 3 months,PhenX,PX650103210101,,Yes,No,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BingeEating_Prior2Month_ComparisonOther,"What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)? Did you have any other equivalent episodes ....... (refer, if applicable, to other types of objective bulimic episode that the subject reported)?",DCW_650103.doc,enumerated,,,,,skip logic,ASK IF subject has had at least 12 objective bulimic episodes over the past 3 months,PhenX,PX650103210102,,Yes,No,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_BingeEating_Prior2Month_Frequency,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)? Did they occur more or less often than in the past 28 days?,DCW_650103.doc,enumerated,,,,,skip logic,ASK IF subject has had at least 12 objective bulimic episodes over the past 3 months,PhenX,PX650103210103,,More often,Less often,No difference,,,,,,,,,,,,,,
