VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,VARIABLE_TERM,ORDER,VALUES,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_Frequency,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?: Did they occur more or less often than in the past 28 days?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120300,,More,Less,No difference,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_Average,"On average over the past three months (specify months), how many days per week have you had episodes like .......... (refer to the representative subjective bulimic episodes)?",DCW_650101.doc,integer,,0,7,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_Average_Encoded,"On average over the past three months (specify months), how many days per week have you had episodes like .......... (refer to the representative subjective bulimic episodes)?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120500,,9 = Not asked,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_Null,"Over the past three months, has there been a period of two or more weeks in a row in which you have not had a single episode like ...... (refer to subjective bulimic episodes)?",DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120600,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_Null_LongestContinuousPeriod,"If yes, what has been the longest continuous period (in weeks) you have had free from such episodes (refer to subjective bulimic episodes)?",DCW_650101.doc,integer,weeks,,,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_History,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?: Did you have any episodes like (describe a representative objective and/or subjective bulimic episode)?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_Comparison,"What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?: Did you have any other equivalent episodes (refer, if applicable, to other types of objective and/or subjective bulimic episodes that the subject reported)?",DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_Frequency,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?: Did they occur more or less often than in the past 28 days?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130300,,More,Less,No difference,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_Average,"On average over the past three months (specify months), how many days per week have you had episodes like .......... (refer to the representative objective and/or subjective bulimic episodes)?",DCW_650101.doc,integer,,0,7,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_Average_Encoded,"On average over the past three months (specify months), how many days per week have you had episodes like .......... (refer to the representative objective and/or subjective bulimic episodes)?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130500,,9 = Not asked,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_Null,"Over the past three months, has there been a period of two or more weeks in a row in which you have not had a single episode like ...... (refer to objective and/or subjective bulimic episodes)?",DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130600,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocBulimicEpisodes_Null_LongestContinuousPeriod,"If yes, what has been the longest continuous period (in weeks) you have had free from such episodes (refer to objective and/or subjective bulimic episodes)?",DCW_650101.doc,integer,weeks,,,,skip logic,ASK IF subject has had 2 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101130700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_EatRapidly,"During these episodes (refer to typical loss of control episodes), have you typically eaten much more rapidly than normal?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140100,,1 = Yes,0 = No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_EatRapidly_Rating,How would you rate these episodes?,DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140200,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_Uncomfortable,"During these episodes (refer to typical loss of control episodes), have you typically eaten until you have felt uncomfortably full?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140300,,1 = Yes,0 = No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_Uncomfortable_Rating,How would you rate these episodes?,DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140400,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_NotHungry,"During these episodes (refer to typical loss of control episodes), have you typically eaten large amounts of food when you haven't felt physically hungry?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140500,,1 = Yes,0 = No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_NotHungry_Rating,How would you rate these episodes?,DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140600,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_Embarrassment,"During these episodes (refer to typical loss of control episodes), have you typically eaten alone because you have felt embarrassed about how much you were eating?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140700,,1 = Yes,0 = No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_FeelDisgusted,"During these episodes (refer to typical loss of control episodes), have you typically felt disgusted with yourself, depressed, or very guilty?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101140900,,1 = Yes,0 = No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_FeelDisgusted_Rating,How would you rate these episodes?,DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101141000,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_ZonedOut,"During these episodes (refer to typical loss of control episodes), have you typically zoned out, numbed out, or dissociated while you were eating?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101141100,,1 = Yes,0 = No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_ZonedOut_Rating,How would you rate these episodes?,DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101141200,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LocSeverityIndex_Embarrassment_Rating,How would you rate these episodes?,DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 1 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101141800,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DistressAbout_LossOfControl_Eating,"In general, over the past three months how distressed or upset have you felt about these episodes (refer to the objective and/or subjective bulimic episodes)?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101150000,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Severity_LossOfControl_BingeEpisodes,"In thinking back on a typical loss of control episode over the past three months (refer to representative objective and/or subjective bulimic episodes), how would you rate the intensity (or degree) of loss of control?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101160100,,1 = Not very intense,2 = Slightly intense,3 = Moderately intense,4 = Greatly intense,5 = Extremely intense,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Severity_LossOfControl_BingeEpisodes_Control,"In thinking back on a typical loss of control episode over the past three months (refer to representative objective and/or subjective bulimic episodes), how would you rate how much you felt like you were able to stop eating?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101160200,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Severity_LossOfControl_BingeEpisodes_Compelled,"In thinking back on a typical loss of control episode over the past three months (refer to representative objective and/or subjective bulimic episodes), how much did you feel driven and compelled to eat (like you just “had to” eat)?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101160300,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Severity_LossOfControl_BingeEpisodes_Rating,"Using the scale (1 [not very intense] to 5 [extremely intense]), in the past three months, what was the maximum intensity of loss of control that you felt?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101160400,,1 = Not very intense,2 = Slightly intense,3 = Moderately intense,4 = Greatly intense,5 = Extremely intense,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Severity_LossOfControl_BingeEpisodes_Control_Rating,"Using the scale (1 [not at all] to 5 [extremely]), how would you rate how much you felt like you were able to stop eating during (refer to times when you had the maximum intensity of loss of control in the past three months, score from above item)?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101160500,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_Severity_LossOfControl_BingeEpisodes_Compelled_Rating,"Using the same scale (1 [not at all] to 5 [extremely]), how much did you feel driven and compelled to eat (like you just “had to” eat) during (refer to times when you had the maximum intensity of loss of control in the past three months, score from two items above)?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101160600,,1 = Not at all,2 = Slightly,3 = Moderately,4 = Greatly,5 = Extremely,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_History,Has the subject ever experienced LOC?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101170100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Age,"If yes, age of onset?",DCW_650101.doc,integer,,,,,,,PhenX,PX650101170200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Grade,"If yes, grade of onset?",DCW_650101.doc,string,,,,,,,PhenX,PX650101170300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Overweight,Has the subject ever been overweight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101170400,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_OverweightAge,Age of onset of overweight (started to gain a lot of weight):,DCW_650101.doc,integer,,,,,,,PhenX,PX650101170500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_OverweightGrade,Grade of onset of overweight (started to gain a lot of weight):,DCW_650101.doc,string,,,,,,,PhenX,PX650101170600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Diet,"Has the subject ever dieted or tried dieting (defined as any deliberate change to the amount or type of food eaten to influence shape or weight, regardless of how effective the changes were)?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101170700,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Diet_Reason,Briefly note reason for dieting or trying to diet,DCW_650101.doc,string,,,,,,,PhenX,PX650101170800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_DietAttempts,What is the number of times dieted or tried dieting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101170900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_DietAge,What is the age of onset of dieting or trying to diet?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101171000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_DietGrade,What is the age of grade of dieting or trying to diet?,DCW_650101.doc,string,,,,,,,PhenX,PX650101171100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Diet_LongestTime,What is the longest length of time that the subject dieted or tried to diet?,DCW_650101.doc,integer,,days,,,,,PhenX,PX650101171200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Diet_Behavior,Describe behavior of all diets,DCW_650101.doc,string,,,,,,,PhenX,PX650101171300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_Current_DietStatus,Is the subject currently dieting?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101171400,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_First_1,Which came first?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101171500,,Dieted/tried to diet first,Overweight first,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_First_2,Which came first?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101171600,,Dieted/tried to diet first,LOC eating first,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AgeOfOnset_First_3,Which came first?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101171700,,LOC eating/eating disordered behavior first,Overweight first,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRestrictions_Amount,"Apart from these times when you have been out of control with your eating, how much have you been cutting down on the amount you eat?",DCW_650101.doc,string,,,,,skip logic,ASK IF subject has had 12 or more objective and/or subjective bulimic episodes for the past 3 months,PhenX,PX650101180100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRestrictions_Details,What have you usually been eating in a day?,DCW_650101.doc,string,,,,,,,PhenX,PX650101180200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRestrictions_ShapeWeight,Have you done this to try to change your shape or weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101180300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRestrictions_Rating_ThreeMonths,"Which rating best describes the subject's dietary restrictions, outside of objective and subjective bulimic episodes, 3 months ago?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101180400,,0 = No extreme restriction outside objective bulimic episodes,"1 = Extreme restrictions outside objective bulimic episodes (i.e., low energy intake (>1,200 kcals) due to infrequent eating and/or consumption of low calories foods)","2 = No eating outside objective bulimic episodes (i.e., “fasting”)","9 = Not applicable, since no objective bulimic episodes during the month in question.",,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRestrictions_Rating_TwoMonths,"Which rating best describes the subject's dietary restrictions, outside of objective and subjective bulimic episodes, 2 months ago?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101180500,,0 = No extreme restriction outside objective bulimic episodes,"1 = Extreme restrictions outside objective bulimic episodes (i.e., low energy intake (>1,200 kcals) due to infrequent eating and/or consumption of low calories foods)","2 = No eating outside objective bulimic episodes (i.e., “fasting”)","9 = Not applicable, since no objective bulimic episodes during the month in question.",,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRestrictions_Rating_OneMonth,"Which rating best describes the subject's dietary restrictions, outside of objective and subjective bulimic episodes, 1 month ago?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101180600,,0 = No extreme restriction outside objective bulimic episodes,"1 = Extreme restrictions outside objective bulimic episodes (i.e., low energy intake (>1,200 kcals) due to infrequent eating and/or consumption of low calories foods)","2 = No eating outside objective bulimic episodes (i.e., “fasting”)","9 = Not applicable, since no objective bulimic episodes during the month in question.",,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SocialEating_History,Over the past four weeks have you been worried about other people seeing you eat?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101190100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SocialEating_Avoidance,Have you tried putting off (or getting out of) eating with other people?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101190200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SocialEating_Avoidance_Parents,Would you avoid eating in front of others if you were allowed to by your parents?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101190300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SocialEating_Avoidance_Reason,Why were you concerned about others seeing you eat?,DCW_650101.doc,string,,,,,,,PhenX,PX650101190400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SocialEating_Rating,"Which rating best describes the concern about eating normal or less than normal amounts of food in front of others (e.g., family) and whether this has led to avoidance?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101190500,,0 = No concern about being seen eating by others and no avoidance of such occasions.,1,"2 = Has felt slight concern about being seen, but no avoidance.",3,"4 = Has felt definite concern, and have avoided some such occasions.",5,"6 = Has felt definite concern, and has avoided all such occasions.",7,"8 = Has felt definite concern, but was unable to avoid such occasions.",9 = The possibility of eating with others has not arisen.,,,,,,,
PX650101_PsychopathologyEatingDisorders_EatingInSecret_History,"Over the past four weeks, have you eaten in secret?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101200100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EatingInSecret_Frequency,How often?,DCW_650101.doc,string,,,,,,,PhenX,PX650101200200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EatingInSecret_Rating,Which rating best describes the number of days on which there has been at least one episode of secret eating?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101200300,,0 = Has not eaten in secret.,1,2 = Has eaten in secret on less than half the days.,3,4 = Has eaten in secret on more than half the days.,5,6 = Has eaten in secret every day.,9 = The possibility of eating with others has not occurred.,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_GuiltAboutEating_History,"Over the past four weeks, have you felt that you have done something wrong during or after eating?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101210100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_GuiltAboutEating_Guilt,"Have you felt guilty about eating? By that I mean, have you felt bad about eating and felt that you shouldn’t have done it?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101210200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_GuiltAboutEating_Reason,Why?,DCW_650101.doc,string,,,,,,,PhenX,PX650101210300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_GuiltAboutEating_Frequency,"How often when you have eaten, have you felt it was wrong or that you shouldn’t have?",DCW_650101.doc,string,,,,,,,PhenX,PX650101210400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_GuiltAboutEating_Rating,Which rating best describes the proportion of times on which feelings of guilt has followed eating?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101210500,,0 = No guilt after eating,1,2 = Has felt guilty after eating on less than half the occasions,3,4 = Has felt guilty after eating on more than half the occasions,5,6 = Has felt guilty after eating on every occasion,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_History,(For ethical reasons). When was the last time you were physically sick/vomited?,DCW_650101.doc,string,,,,,,,PhenX,PX650101220100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Details,What happened then?,DCW_650101.doc,string,,,,,,,PhenX,PX650101220200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_History_Selfrealization,(If necessary ...) Have there been times when you have eaten more than you have been happy with and felt that you have had to do something about it?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101220300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_InduceSickness,Some people feel so desperate sometimes that they even try to make themselves sick. Have you ever done this?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101220400,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_InduceSickness_History,"If so, was this during the last four weeks?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101220500,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_ShapeWeight,Did you do this to try to keep you weight down / to stop you from getting fat / putting on weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101220600,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Days_Month,What is the number of days in the past four weeks on which there has been self-induced vomiting?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101220700,,00 = no vomiting,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Days_MonthEncoded,What is the number of days in the past four weeks on which there has been self-induced vomiting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101220800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Episodes_Month,What is the number of discrete episodes in the past four weeks on which there has been self-induced vomiting?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101220900,,00 = no vomiting,777 = if the number of discrete episodes of self-induced vomiting is so great that it cannot be calculated,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Episodes_MonthEncoded,What is the number of discrete episodes in the past four weeks on which there has been self-induced vomiting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101221000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Days_TwoMonths,What is the number of days between the past 4 to 8 weeks on which there has been self-induced vomiting?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101221100,,00 = no vomiting,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Days_TwoMonthsEncoded,What is the number of days between the past 4 to 8 weeks on which there has been self-induced vomiting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101221200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Episodes_TwoMonths,What is the number of discrete episodes between the past 4 to 8 weeks on which there has been self-induced vomiting?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101221300,,00 = no vomiting,777 = if the number of discrete episodes of self-induced vomiting is so great that it cannot be calculated,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Episodes_TwoMonthsEncoded,What is the number of discrete episodes between the past 4 to 8 weeks on which there has been self-induced vomiting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101221400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Days_ThreeMonths,What is the number of days between the past 8 to 12 weeks on which there has been self-induced vomiting?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101221500,,00 = no vomiting,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Days_ThreeMonthsEncoded,What is the number of days between the past 8 to 12 weeks on which there has been self-induced vomiting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101221600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Episodes_ThreeMonths,What is the number of discrete episodes between the past 8 to 12 weeks on which there has been self-induced vomiting?,DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101221700,,00 = no vomiting,777 = if the number of discrete episodes of self-induced vomiting is so great that it cannot be calculated,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SelfInducedVomiting_Episodes_ThreeMonthsEncoded,What is the number of discrete episodes between the past 8 to 12 weeks on which there has been self-induced vomiting?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101221800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Present,Are there medicines around that make you go to the toilet?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101230100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_Month,"What is the number of days in the past four weeks on which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101230100,,00 = no such diuretic misuse,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_History,Have you ever taken any of these (over the last four weeks)?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101230200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_Month_Encoded,"What is the number of days in the past four weeks on which diuretics have been taken as a means of controlling shape, weight or body composition",DCW_650101.doc,integer,,,,,,,PhenX,PX650101230200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Reason,"If yes, why",DCW_650101.doc,string,,,,,,,PhenX,PX650101230300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_Month_Average,What was the average number of diuretics taken during this time period?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101230300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_ShapeWeight,Was this to make sure that you didn’t put any weight on or get too fat?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101230400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DiureticMisuse_Days_Month_Type,What type of diuretic was taken during this time period?,DCW_650101.doc,string,,,,,,,PhenX,PX650101230400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_LaxativeMisuse_Type,What did you take?,DCW_650101.doc,string,,,,,,,PhenX,PX650101230500,,,,,,,,,,,,,,,,,,
