VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,
PX510303_SubstanceUse_PastYear_Vicodin,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken Vicodin® (without a doctor’s orders)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303250900,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Rohypnol,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken Rohypnol (“rophies,” “roofies”)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251000,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Cough_Cold_Medicine,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken a non-prescription cough or cold medicine (“robos,” “DXM,” etc.) to get high?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251100,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Salvia,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken Salvia?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251200,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_SyntheticMarijuana,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken “synthetic marijuana” (“K2,” “Spice”) to get high?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251300,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Provigil,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken “bath salts” (synthetic stimulants) to get high?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251400,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_EnergyDrink_Alcohol,"During the LAST 12 MONTHS, on how many occasions (if any) have you had an alcoholic beverage mixed with an energy drink (like Red Bull)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251500,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_DissolvableTobacco,"During the LAST 12 MONTHS, on how many occasions (if any) have you used dissolvable tobacco products (Ariva, Stonewall, Orbs)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251600,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Snus,"During the LAST 12 MONTHS, on how many occasions (if any) have you used snus (a small packet of tobacco that is put in the mouth)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251700,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_SmallCigars,"During the LAST 12 MONTHS, on how many occasions (if any) have you smoked small cigars?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251800,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Hookah,"During the LAST 12 MONTHS, on how many occasions (if any) have you smoked tobacco using a hookah (water pipe)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303251900,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_HashOil,"During the LAST 12 MONTHS, on how many occasions (if any) have you used hash oil or “honey oil”?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303252000,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_Flakka,"During the LAST 12 MONTHS, on how many occasions (if any) have you taken Flakka (“gravel”)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303252100,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_PastYear_PowderedAlcohol,"During the LAST 12 MONTHS, on how many occasions (if any) have you had powdered alcohol",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303252200,,,,,1 = 0 occasions,2 = 1-2 occasions,3 = 3-5 occasions,4 = 6-9 occasions,5 = 10-19 occasions,6 = 20-39 occasions,7 = 40 or more,,,,,,,,
PX510303_SubstanceUse_Prescription_Stimulant,"Have you ever taken any of these stimulant-type prescription drugs under a doctor’s supervision for these conditions? [Do not count drugs that are not stimulant-type, like Strattera®, Wellbutrin®, Provigil®, Tenex®, Intuniv, or Catapres.]",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303260000,,,,,1 = No,"2 = Yes, in the past, but not now","3 = Yes, I take them now",,,,,,,,,,,,
PX510303_SubstanceUse_Prescription_Non_Stimulant,"Have you ever taken a non-stimulant-type prescription drug under a doctor’s supervision for these conditions? (like Strattera®, Wellbutrin®, Provigil®, Tenex®, Intuniv, or Catapres)",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303270000,,,,,1 = No,"2 = Yes, in the past, but not now","3 = Yes, I take them now",8 = Don't know,,,,,,,,,,,
PX510303_SubstanceUse_Electronic_Vaporizer,Have you ever used an electronic vaporizer such as an e-cigarette?,DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303280000,,,,,1 = Never,2 = Once or twice,3 = Occasionally but not regularly,4 = Regularly in the past,5 = Regularly now,,,,,,,,,,
PX510303_SubstanceUse_Electronic_Vaporizer_PastMonth,"During the LAST 30 DAYS, on how many days (if any) have you used an electronic vaporizer such as an e-cigarette?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303290000,,,,,1 = None,2 = 1-2 days,3 = 3-5 days,4 = 6-9 days,5 = 10-19 days,6 = 20-30 days,,,,,,,,,
PX510303_SubstanceUse_Electronic_Cigarette_PastMonth,"During the LAST 30 DAYS, on how many days (if any) have you . . . used electronic cigarettes (e-cigarettes)?",DCW_510303.doc,encoded values,,,,,,,PhenX,PX510303300000,,,,,1 = None,2 = 1-2 days,3 = 3-5 days,4 = 6-9 days,5 = 10-19 days,6 = 20-30 days,,,,,,,,,
