VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Regurgitation_Comments,Do you observe the following Gastrointestinal Disturbances? Regurgitation - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701280300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Projectile_Vomiting_AM,Do you observe the following Gastrointestinal Disturbances? Projectile vomiting (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701290100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Projectile_Vomiting_PM,Do you observe the following Gastrointestinal Disturbances? Projectile vomiting (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701290200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Projectile_Vomiting_Comments,Do you observe the following Gastrointestinal Disturbances? Projectile vomiting - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701290300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Loose_Stools_AM,Do you observe the following Gastrointestinal Disturbances? Loose stools (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701300100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Loose_Stools_PM,Do you observe the following Gastrointestinal Disturbances? Loose stools (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701300200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Loose_Stools_Comments,Do you observe the following Gastrointestinal Disturbances? Loose stools - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701300300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Watery_Stools_AM,Do you observe the following Gastrointestinal Disturbances? Watery stools (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701310100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Watery_Stools_PM,Do you observe the following Gastrointestinal Disturbances? Watery stools (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701310200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Watery_Stools_Comments,Do you observe the following Gastrointestinal Disturbances? Watery stools - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701310300,,,,,,,,,,,,,,,
