VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Age_First_Time,How old were you the first time you purposely hurt yourself without wanting to die?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501090200,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Age_Last_Time,How old were you the last time?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501090300,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Method,Now I’m going to go through a list of things that people sometimes purposely do to harm themselves without wanting to die. Please let me know which of these you’ve done:,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501090400,,,,,1 = cut or carved skin,"2 = burned your skin (i.e., with a cigarette, match, or other hot object)",3 = inserted sharp objects into your skin or nails,4 = picked areas of your body to the point of drawing blood,5 = hit yourself on purpose,6 = gave yourself a tattoo,7 = scraped your skin to the point skin or nails of drawing blood,8 = other (specify),,,,,,,
PX640501_NonSuicidal_SelfInjury_Method_OtherSpecify,"Now I’m going to go through a list of things that people sometimes purposely do to harm themselves without wanting to die. Please let me know which of these you’ve done:  Other, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501090500,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Times_Lifetime,How many times in your life have you purposely hurt yourself without wanting to die? (Please give your best estimate),DCW_640501.doc,integer,,,,,,,PhenX,PX640501090600,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Times_Past_Year,How many times in the past year?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501090700,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Times_Past_Month,How many times in the past month?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501090800,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Times_Past_Week,How many times in the past week?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501090900,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Duration,"On average, how long have you thought of purposely hurting yourself without wanting to die before actually doing it?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501091000,,,,,0 = 0 seconds,1 = 1–60 seconds,2 = 2–15 minutes,3 = 16–60 minutes,4 = less than one day,5 = 1–2 days,6 = more than 2 days,7 = wide range (spans > 2 responses),,,,,,,
PX640501_NonSuicidal_SelfInjury_Medical_Treatment,Have you ever received medical treatment for harm caused by purposely hurting yourself without wanting to die?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501091100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Future_Likelihood,"On a scale of 0 to 4, what do you think the likelihood is that you will purposely hurt yourself without wanting to die in the future?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501091200,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
