"PX851001_Transfusion_Reaction_Signs_Symptoms_Generalized","Generalized:","DCW_851001.doc","enumerated","","","","","","","","PX851001580000","","","","","Chills/rigors","Fever","Nausea/vomiting","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Cardiovascular","Cardiovascular:","DCW_851001.doc","enumerated","","","","","","","","PX851001590000","","","","","Blood pressure decrease","Shock","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Cutaneous","Cutaneous:","DCW_851001.doc","enumerated","","","","","","","","PX851001600000","","","","","Edema","Flushing","Jaundice","Other Rash","Pruritus (itching)","Urticaria (hives)","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Hemolysis","Hemolysis:","DCW_851001.doc","enumerated","","","","","","","","PX851001610000","","","","","Disseminated intravascular coagulation","Hemoglobinemia","Positive antibody screen","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Pain","Pain:","DCW_851001.doc","enumerated","","","","","","","","PX851001620000","","","","","Abdominal pain","Back pain","Infusion Site Pain","Flank Pain","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Renal","Renal:","DCW_851001.doc","enumerated","","","","","","","","PX851001630000","","","","","Hematuria","Hemoglobinuria","Bleeding","Oliguria","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Respiratory","Respiratory:","DCW_851001.doc","enumerated","","","","","","","","PX851001640000","","","","","Bilateral infiltrates on chest x-ray","Bronchospasm","Cough","Hypoxemia","Shortness of breath","","","","","","","","",""
"PX851001_Transfusion_Reaction_Signs_Symptoms_Other","Other, specify: ","DCW_851001.doc","string","","","","","","","","PX851001650000","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Severity","SEVERITY","DCW_851001.doc","enumerated","","","","","","","","PX851001660000","","","","","Not determined (for Delayed Serologic Transfusion Reaction (DSTR))","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Severity_Any","Did the patient receive or experience any of the following?","DCW_851001.doc","enumerated","","","","","ASK IF Q66 != 'Not determined (for Delayed Serologic Transfusion Reaction (DSTR))'","","","PX851001670000","","","","","No treatment required","Symptomatic treatment only","Hospitalization, including prolonged hospitalization ","Life-threatening reaction","Disability and/or incapacitation ","Congenital anomaly or birth defect(s) of the fetus","Other medically important conditions ","Death","Unknown or not stated","","","","",""
"PX851001_Transfusion_Reaction_Treatment_Transfusion","Did the patient receive treatment for the transfusion reaction? ","DCW_851001.doc","enumerated","","","","","","","","PX851001680000","","","","","No","Yes","Unknown","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Treatment","If yes, select treatment(s):","DCW_851001.doc","enumerated","","","","","ASK IF Q68 =  ‘Yes’","","","PX851001680100","","","","","Medication (Select the type of medication)","Volume resuscitation (Intravenous colloids or crystalloids)","Respiratory support (Select the type of support)","Renal replacement therapy (Select the type of therapy)","Phlebotomy","Other, Specify","","","","","","","",""
"PX851001_Transfusion_Reaction_Treatment_Medication","If yes, select treatment(s) -Medication (Select the type of medication)","DCW_851001.doc","enumerated","","","","","ASK IF ASK IF Q68 =  ‘Yes’ AND Q68.1 =  ‘Medication (Select the type of medication)’","","","PX851001680101","","","","","Antipyretics ","Antihistamines","Inotropes/Vasopressors","Bronchodilator","Diuretics ","Intravenous Immunoglobulin","Intravenous steroids ","Corticosteroids ","Antibiotics","Anti-thymocyte globulin ","Cyclosporin ","Other","",""
"PX851001_Transfusion_Reaction_Treatment_Respiratory","If yes, select treatment(s) - Respiratory support (Select the type of support)","DCW_851001.doc","enumerated","","","","","ASK IF ASK IF Q68 =  ‘Yes’ AND Q68.1 =  ‘Respiratory support (Select the type of support)’","","","PX851001680102","","","","","Mechanical ventilation ","Noninvasive ventilation ","Oxygen","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Treatment_Renal","If yes, select treatment(s) -Renal replacement therapy (Select the type of therapy)","DCW_851001.doc","enumerated","","","","","ASK IF ASK IF Q68 =  ‘Yes’ AND Q68.1 =  ‘Renal replacement therapy (Select the type of therapy)’","","","PX851001680103","","","","","Hemodialysis ","Peritoneal ","Continuous Veno-Venous Hemofiltration","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Treatment_Other","If yes, select treatment(s) -Other, Specify: ","DCW_851001.doc","string","","","","","ASK IF Q68 =  ‘Yes’","","","PX851001680104","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Outcome","OUTCOME","DCW_851001.doc","enumerated","","","","","","","","PX851001690000","","","","","Death","Major or long-term sequelae ","Minor or no sequelae ","Not determined","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Outcome_Date_Death","If recipient died, Date of Death (dd-mon-yy): ","DCW_851001.doc","date","","","","","ASK IF Q69 =  ‘Death’","","","PX851001700100","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Outcome_Relationship","If recipient died, Relationship of transfusion to death:","DCW_851001.doc","enumerated","","","","","ASK IF Q69 =  ‘Death’","","","PX851001700200","","","","","Definite","Probable","Possible","Doubtful ","Ruled Out ","Not determined","","","","","","","",""
"PX851001_Transfusion_Reaction_Outcome_Cause","If recipient died, Cause of death:","DCW_851001.doc","string","","","","","ASK IF Q69 =  ‘Death’","","","PX851001700300","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Outcome_Autopsy","If recipient died, Was an autopsy performed? ","DCW_851001.doc","enumerated","","","","","ASK IF Q69 =  ‘Death’","","","PX851001700400","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Unit","Was a particular unit implicated in (i.e., responsible for) the adverse reaction?","DCW_851001.doc","enumerated","","","","","","","","PX851001710000","","","","","Yes","No","N/A","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_1","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710101","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_1","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710102","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_1","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710103","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_1","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ =  ‘Yes’ AND Q71.1.3 = 'Codabar'","","","PX851001710104","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_1","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710105","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_1","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q71.1.5 = 'Partial unit'","","","PX851001710106","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_1","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710107","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_1","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710108","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_1","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710109","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_2","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710201","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_2","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710202","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_2","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710203","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_2","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q71.2.3 = 'Codabar'","","","PX851001710204","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_2","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710205","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_2","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q71.2.5 = 'Partial unit'","","","PX851001710206","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_2","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710207","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_2","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710208","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_2","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710209","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_3","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710301","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_3","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710302","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_3","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710303","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_3","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q71.3.3 = 'Codabar'","","","PX851001710304","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_3","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710305","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_3","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q71.3.5 = 'Partial unit'","","","PX851001710306","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_3","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710307","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_3","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710308","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_3","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710309","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_4","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710401","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_4","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710402","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_4","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710403","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_4","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q71.4.3 = 'Codabar'","","","PX851001710404","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_4","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710405","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_4","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q71.4.5 = 'Partial unit'","","","PX851001710406","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_4","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710407","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_4","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710408","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_4","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001710409","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Custom_Fields_Label_Date_1","Label (dd-mon-yy)","DCW_851001.doc","date","","","","","","","","PX851001720101","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Custom_Fields_Label_1","Label","DCW_851001.doc","string","","","","","","","","PX851001720102","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Custom_Fields_Comments_1","Comments","DCW_851001.doc","string","","","","","","","","PX851001720103","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Custom_Fields_Label_Date_2","Label (dd-mon-yy)","DCW_851001.doc","date","","","","","","","","PX851001720201","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Custom_Fields_Label_2","Label","DCW_851001.doc","string","","","","","","","","PX851001720202","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Custom_Fields_Comments_2","Comments","DCW_851001.doc","string","","","","","","","","PX851001720203","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_5","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","","","","PX851001730101","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_5","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","","","","PX851001730102","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_5","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730103","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_5","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q73.1.3 = 'Codabar'","","","PX851001730104","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_5","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730105","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_5","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q73.1.5 = 'Partial unit'","","","PX851001730106","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_5","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730107","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_5","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730108","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_5","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730109","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_6","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730201","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_6","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730202","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_6","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730203","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_6","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q73.2.3 = 'Codabar'","","","PX851001730204","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_6","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730205","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_6","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q73.2.5 = 'Partial unit'","","","PX851001730206","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_6","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730207","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_6","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730208","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_6","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730209","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_7","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730301","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_7","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730302","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_7","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730303","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_7","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q73.3.3 = 'Codabar'","","","PX851001730304","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_7","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730305","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_7","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q73.3.6 = 'Partial unit'","","","PX851001730306","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_7","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730307","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_7","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730308","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_7","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730309","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_8","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730401","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_8","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730402","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_8","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730403","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_8","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q73.4.3 = 'Codabar'","","","PX851001730404","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_8","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730405","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_8","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q73.4.5 = 'Partial unit'","","","PX851001730406","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_8","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730407","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_8","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730408","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_8","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730409","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_9","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730501","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_9","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730502","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_9","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730503","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_9","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q73.5.3 = 'Codabar'","","","PX851001730504","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_9","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730505","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_9","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q73.5.5 = 'Partial unit'","","","PX851001730506","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_9","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730507","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_9","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730508","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_9","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730509","","","","","Yes","No","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Start_10","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) Start:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730601","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_End_10","Transfusion Start and End Date and Time (dd-mon-yy hh:mm) End:","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730602","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_10","Component code (check system used)","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730603","","","","","ISBT-128","Codabar","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Component_Codabar_10","Component code (check system used) Codabar","DCW_851001.doc","string","","","","","ASK IF Q71 =  ‘Yes’ AND Q73.6.3 = 'Codabar'","","","PX851001730604","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_10","Amount transfused at reaction onset","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730605","","","","","Entire unit","Partial unit","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Amount_Partial_10","Amount transfused at reaction onset Partial unit (mL)","DCW_851001.doc","integer","mL","","","","ASK IF Q71 =  ‘Yes’ AND Q73.6.5 = 'Partial unit'","","","PX851001730606","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Blood_Unit_10","Blood Unit number","DCW_851001.doc","integer","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730607","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Expiration_10","Unit expiration Date and Time (dd-mon-yy hh:mm)","DCW_851001.doc","date","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730608","","","","","","","","","","","","","","","","","",""
"PX851001_Transfusion_Reaction_Component_Implicated_10","Implicated Unit?","DCW_851001.doc","enumerated","","","","","ASK IF Q71 =  ‘Yes’","","","PX851001730609","","","","","Yes","No","","","","","","","","","","","",""
