PX211101_Person6_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101061000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101061100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101070100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101070200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101070300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Gender,Person 7 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101070400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Age,Person 7 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101070500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101070600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101070700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101070800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101070900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101071000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person7_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101071100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101080100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101080200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101080300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Gender,Person 8 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101080400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Age,Person 8 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101080500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101080600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101080700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101080800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101080900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101081000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person8_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101081100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101090100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101090200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101090300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Gender,Person 9 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101090400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Age,Person 9 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101090500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101090600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101090700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101090800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101090900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101091000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person9_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101091100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101100200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101100300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Gender,Person 10 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101100400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Age,Person 10 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101100500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101100600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101100700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101100800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101100900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101101000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person10_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101101100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101110200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101110300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Gender,Person 11 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101110400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Age,Person 11 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101110500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101110600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101110700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101110800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101110900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101111000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person11_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101111100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101120100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101120200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101120300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_Gender,Person 12 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101120400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_Age,Person 12 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101120500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101120600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person12_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101120700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
