VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,
PX650501_OCD_EatingTraits_Desire_ToChangeSub,[If the answer is yes :] How much effort would you expend to make such changes?,DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501760102,,,,,0 = Patient desperately wants to stop the preoccupations and reports a willingness to do anything to stop them OR preoccupations are so minimal that it is reasonable to not want to stop them,1 = Patient does want to stop the thoughts and is willing to work to some degree to do so,2 = Patient states that she would not like to be bothered by the  thoughts but does not seem willing to do very much toward that goal,3 = The patient would like to diminish the impact of the thoughts but does not say that she would like the preoccupations to totally disappear,4 = The patient does not wish to stop having the preoccupations  (Thoughts may actually be comforting and reassuring)
PX650501_OCD_EatingTraits_Desire_ToChange_Worst,Would you like to change so that you would no longer be bothered by these preoccupations?,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501760201,,,,,Yes,No,,,
PX650501_OCD_EatingTraits_Desire_ToChange_WorstSub,[If the answer is yes :] How much effort would you expend to make such changes?,DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501760302,,,,,0 = Patient desperately wants to stop the preoccupations and reports a willingness to do anything to stop them OR preoccupations are so minimal that it is reasonable to not want to stop them,1 = Patient does want to stop the thoughts and is willing to work to some degree to do so,2 = Patient states that she would not like to be bothered by the  thoughts but does not seem willing to do very much toward that goal,3 = The patient would like to diminish the impact of the thoughts but does not say that she would like the preoccupations to totally disappear,4 = The patient does not wish to stop having the preoccupations  (Thoughts may actually be comforting and reassuring)
PX650501_OCD_EatingTraits_TimeSpent_PerformingRituals,How much of your time is spent performing the rituals?,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501770101,,,,,0 = None,1 = Mild (spends less than 1 hr/day performing rituals). or occasional performance of rituals,"2 = Moderate (spends 1 to 3 hrs/day performing rituals), or frequent performance of rituals","3 = Severe (spends more than 3 and up to 8 hrs/day performing rituals), or very frequent performance of rituals","4 = Extreme (spends more than 8 hrs/day performing rituals), or near constant performance of rituals (too numerous to count)"
PX650501_OCD_EatingTraits_TimeSpent_PerformingRitualsSub,"[When rituals involving activities of daily living are chiefly present, ask:] How much longer than most people does it take complete routine activities because of your rituals?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501770102,,,,,0 = None,1 = Mild (spends less than 1 hr/day performing rituals). or occasional performance of rituals,"2 = Moderate (spends 1 to 3 hrs/day performing rituals), or frequent performance of rituals","3 = Severe (spends more than 3 and up to 8 hrs/day performing rituals), or very frequent performance of rituals","4 = Extreme (spends more than 8 hrs/day performing rituals), or near constant performance of rituals (too numerous to count)"
PX650501_OCD_EatingTraits_TimeSpent_PerformingRitualsSub2,"[When rituals occur as brief, intermittent behaviors, it may be difficult to assess time spent performing them in terms of total hours. Consider both the number of times the rituals occur and how many hours of the day are affected. Count separate occurrences of rituals, not number of repetitions. Ask: How frequently do you perform the rituals? [In most cases, rituals are observable behaviors but some compulsions are covert (e.g. silent computing of caloric content of foods).]",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501770103,,,,,0 = None,1 = Mild (spends less than 1 hr/day performing rituals). or occasional performance of rituals,"2 = Moderate (spends 1 to 3 hrs/day performing rituals), or frequent performance of rituals","3 = Severe (spends more than 3 and up to 8 hrs/day performing rituals), or very frequent performance of rituals","4 = Extreme (spends more than 8 hrs/day performing rituals), or near constant performance of rituals (too numerous to count)"
PX650501_OCD_EatingTraits_TimeSpent_PerformingRituals_Worst,How much of your time is spent performing the rituals?,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501770201,,,,,0 = None,1 = Mild (spends less than 1 hr/day performing rituals). or occasional performance of rituals,"2 = Moderate (spends 1 to 3 hrs/day performing rituals), or frequent performance of rituals","3 = Severe (spends more than 3 and up to 8 hrs/day performing rituals), or very frequent performance of rituals","4 = Extreme (spends more than 8 hrs/day performing rituals), or near constant performance of rituals (too numerous to count)"
PX650501_OCD_EatingTraits_TimeSpent_PerformingRituals_WorstSub,"[When rituals involving activities of daily living are chiefly present, ask:] How much longer than most people does it take complete routine activities because of your rituals?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501770202,,,,,0 = None,1 = Mild (spends less than 1 hr/day performing rituals). or occasional performance of rituals,"2 = Moderate (spends 1 to 3 hrs/day performing rituals), or frequent performance of rituals","3 = Severe (spends more than 3 and up to 8 hrs/day performing rituals), or very frequent performance of rituals","4 = Extreme (spends more than 8 hrs/day performing rituals), or near constant performance of rituals (too numerous to count)"
PX650501_OCD_EatingTraits_TimeSpent_PerformingRituals_WorstSub2,"[When rituals occur as brief, intermittent behaviors, it may be difficult to assess time spent performing them in terms of total hours. Consider both the number of times the rituals occur and how many hours of the day are affected. Count separate occurrences of rituals, not number of repetitions. Ask: How frequently do you perform the rituals? [In most cases, rituals are observable behaviors but some compulsions are covert (e.g. silent computing of caloric content of foods).]",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501770203,,,,,0 = None,1 = Mild (spends less than 1 hr/day performing rituals). or occasional performance of rituals,"2 = Moderate (spends 1 to 3 hrs/day performing rituals), or frequent performance of rituals","3 = Severe (spends more than 3 and up to 8 hrs/day performing rituals), or very frequent performance of rituals","4 = Extreme (spends more than 8 hrs/day performing rituals), or near constant performance of rituals (too numerous to count)"
PX650501_OCD_EatingTraits_RitualFree_Interval,"On the average, what is the longest number of consecutive waking hours per day that you are completely free of your ritualistic behaviors?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501780101,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free Interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hrs/day symptom-free"
PX650501_OCD_EatingTraits_RitualFree_IntervalSub,"[If necessary , ask:] ""What is the longest block of time in which rituals are absent?""",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501780102,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free Interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hrs/day symptom-free"
PX650501_OCD_EatingTraits_RitualFree_Interval_Worst,"On the average, what is the longest number of consecutive waking hours per day that you are completely free of your ritualistic behaviors?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501780201,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free Interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hrs/day symptom-free"
PX650501_OCD_EatingTraits_RitualFree_Interval_WorstSub,"[If necessary , ask:] ""What is the longest block of time in which rituals are absent?""",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501780202,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free Interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hrs/day symptom-free"
PX650501_OCD_EatingTraits_Interference_Rituals,How much do your rituals interfere with your social or work (or school or role) functioning? Is there anything that you don't do because of them?,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501790100,,,,,0 = None,"1 = Mild, slight interference with social, scl1ool, or occupational activities, but overall performance not impaired","2 = Moderate, definite interference with social, school, or occupational performance but still manageable","3 = Severe, causes substantial impairment",4 = Extreme. Incapacitating
PX650501_OCD_EatingTraits_Interference_RitualsWorst,How much do your rituals interfere with your social or work (or school or role) functioning? Is there anything that you don't do because of them?,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501790200,,,,,0 = None,"1 = Mild, slight interference with social, scl1ool, or occupational activities, but overall performance not impaired","2 = Moderate, definite interference with social, school, or occupational performance but still manageable","3 = Severe, causes substantial impairment",4 = Extreme. Incapacitating
PX650501_OCD_EatingTraits_Distress_Rituals,How would you feel if prevented from performing your rituals? [Pause] How anxious would you become? [Rate degree of distress patient would experience if performance of the rituals were suddenly interrupted without reassurance offered.,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501800101,,,,,0 = None,"1 = Mild only slightly anxious if rituals are prevented, or only slight anxiety during performance of rituals","2 = Moderate reports that anxiety would mount but remain manageable if rituals were prevented, or that anxiety increases but remains manageable durign the performance of the rituals","3 = Severe, prominent and very disturbing increase in anxiety if rituals are interrupted , or prominent and very disturbing increase In anxiety during performance of the rituals","4 = Extreme, incapacitating anxiety from any intervention aimed  at modifying activity, or incapacitating anxiety develops during performance of the rituals"
PX650501_OCD_EatingTraits_Distress_RitualsSub,"In most, but not all cases, performing rituals reduces anxiety. If in the judgment of the interviewer , anxiety is actually reduced by preventing rituals , then ask:]How anxious do you get while performing rituals until you are satisfied they are completed?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501800102,,,,,0 = None,"1 = Mild only slightly anxious if rituals are prevented, or only slight anxiety during performance of rituals","2 = Moderate reports that anxiety would mount but remain manageable if rituals were prevented, or that anxiety increases but remains manageable durign the performance of the rituals","3 = Severe, prominent and very disturbing increase in anxiety if rituals are interrupted , or prominent and very disturbing increase In anxiety during performance of the rituals","4 = Extreme, incapacitating anxiety from any intervention aimed  at modifying activity, or incapacitating anxiety develops during performance of the rituals"
PX650501_OCD_EatingTraits_Distress_Rituals_Worst,How would you feel if prevented from performing your rituals? [Pause] How anxious would you become? [Rate degree of distress patient would experience if performance of the rituals were suddenly interrupted without reassurance offered.,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501800201,,,,,0 = None,"1 = Mild only slightly anxious if rituals are prevented, or only slight anxiety during performance of rituals","2 = Moderate reports that anxiety would mount but remain manageable if rituals were prevented, or that anxiety increases but remains manageable durign the performance of the rituals","3 = Severe, prominent and very disturbing increase in anxiety if rituals are interrupted , or prominent and very disturbing increase In anxiety during performance of the rituals","4 = Extreme, incapacitating anxiety from any intervention aimed  at modifying activity, or incapacitating anxiety develops during performance of the rituals"
PX650501_OCD_EatingTraits_Distress_Rituals_WorstSub,"In most, but not all cases, performing rituals reduces anxiety. If in the judgment of the interviewer , anxiety is actually reduced by preventing rituals , then ask:]How anxious do you get while performing rituals until you are satisfied they are completed?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501800202,,,,,0 = None,"1 = Mild only slightly anxious if rituals are prevented, or only slight anxiety during performance of rituals","2 = Moderate reports that anxiety would mount but remain manageable if rituals were prevented, or that anxiety increases but remains manageable durign the performance of the rituals","3 = Severe, prominent and very disturbing increase in anxiety if rituals are interrupted , or prominent and very disturbing increase In anxiety during performance of the rituals","4 = Extreme, incapacitating anxiety from any intervention aimed  at modifying activity, or incapacitating anxiety develops during performance of the rituals"
PX650501_OCD_EatingTraits_Ego_DystonicSyntonic,"Are your rituals consistent with how you see yourself? [Probe: acceptance, internal/alien, etc.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501810100,,,,,0 = The rituals are ego dystonic. Patient does not accept them as part of her/his personality at all,"1 = While the rituals are largely ego dystonic, patient does not fully reject them as part of her/his personality",2 = Patient is ambivalent - the rituals are not clearly ego dystonic or syntonic,"3 = While the rituals are largely ego syntonic, patient does not fully accept them as part of her/his personality",4 = The rituals are ego syntonic. Patient has accepted the rituals as an integrated part of her/his personality
PX650501_OCD_EatingTraits_Ego_DystonicSyntonic_Worst,"Are your rituals consistent with how you see yourself? [Probe: acceptance, internal/alien, etc.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501810200,,,,,0 = The rituals are ego dystonic. Patient does not accept them as part of her/his personality at all,"1 = While the rituals are largely ego dystonic, patient does not fully reject them as part of her/his personality",2 = Patient is ambivalent - the rituals are not clearly ego dystonic or syntonic,"3 = While the rituals are largely ego syntonic, patient does not fully accept them as part of her/his personality",4 = The rituals are ego syntonic. Patient has accepted the rituals as an integrated part of her/his personality
PX650501_OCD_EatingTraits_Resistance_Rituals,"How much of an effort do you make to resist performing the rituals? [Only rate effort made to resist, not success or failure in actually controlling the rituals. Note that tl1is item does not directly measure the severity of the rituals; rather it rates a manifestation of health, i.e., the effort the patient makes to counteract the rituals. Thus, the more the patient tried to resist, the less impaired is this aspect of her/his functioning. If the rituals are minimal, the patient may not feel the need to resist them. In such cases, a rating of ""O"" should be given.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501820100,,,,,0 = Makes an effort to always resist or symptoms so minimal patient feels no need to resist them,1 = Tries to resist most of the time,2 = Makes some effort to resist,"3 = Yields to almost all rituals without attempting to control them, but does so with some reluctance",4 = Completely and willingly yields to all rituals
PX650501_OCD_EatingTraits_Resistance_Rituals_Worst,"How much of an effort do you make to resist performing the rituals? [Only rate effort made to resist, not success or failure in actually controlling the rituals. Note that tl1is item does not directly measure the severity of the rituals; rather it rates a manifestation of health, i.e., the effort the patient makes to counteract the rituals. Thus, the more the patient tried to resist, the less impaired is this aspect of her/his functioning. If the rituals are minimal, the patient may not feel the need to resist them. In such cases, a rating of ""O"" should be given.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501820200,,,,,0 = Makes an effort to always resist or symptoms so minimal patient feels no need to resist them,1 = Tries to resist most of the time,2 = Makes some effort to resist,"3 = Yields to almost all rituals without attempting to control them, but does so with some reluctance",4 = Completely and willingly yields to all rituals
PX650501_OCD_EatingTraits_Control_Rituals,"Row strong is the drive to perform the rituals? [Pause] How much control do you have over the rituals? [In contrast to the preceding item on resistance, the ability of the patient to control her/his need to perform the ritual(s) is more closely related to the severity of the rituals.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501830100,,,,,0 = Complete control,1= Much control experiences pressure to perform the behavior but usually able to exercise voluntary control over it,"2 = Moderate control, strong pressure to perform the behavior , can control it only with difficulty","3 = Little control, very strong drive to perform behavior , must be carried to completion, can only delay with difficulty","4 = No control, drive to perform behavior experienced as completely involuntary and overpowering , rarely able to momentarily delay activity"
PX650501_OCD_EatingTraits_Control_Rituals_Worst,"Row strong is the drive to perform the rituals? [Pause] How much control do you have over the rituals? [In contrast to the preceding item on resistance, the ability of the patient to control her/his need to perform the ritual(s) is more closely related to the severity of the rituals.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501830200,,,,,0 = Complete control,1 = Much control experiences pressure to perform the behavior but usually able to exercise voluntary control over it,"2 = Moderate control, strong pressure to perform the behavior , can control it only with difficulty","3 = Little control, very strong drive to perform behavior , must be carried to completion, can only delay with difficulty","4 = No control, drive to perform behavior experienced as completely involuntary and overpowering , rarely able to momentarily delay activity"
PX650501_OCD_EatingTraits_Insight_Rituals,Do you think that your rituals are reasonable or make sense? Rate patient's insight into the senselessness or excessiveness of her/his rituals as compared with normal people.],DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501840100,,,,,"0 = Excellent insight, fully rational. Sees the rituals as senseless and excessive OR sees them as neither senseless nor excessive because they are so reasonably minimal",1 = Good insight. Readily acknowledges absurdity or excessiveness of the rituals but does not seem completely convinced that there isn't something to be concerned about,"2 = Fair insight. Reluctantly admits behaviors seem unreasonable or excessive, but wavers. May have some unrealistic fears, but no fixed convictions","3 = Poor insight. Maintains that behaviors are not unreasonable or excessive, but acknowledges the validity of contrary evidence",4 = Lack insight. Definitely convinced that behaviors are reasonable and not excessive. Patient is unresponsive to contrary evidence
PX650501_OCD_EatingTraits_Insight_Rituals_Worst,Do you think that your rituals are reasonable or make sense? Rate patient's insight into the senselessness or excessiveness of her/his rituals as compared with normal people.],DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501840200,,,,,"0 = Excellent insight, fully rational. Sees the rituals as senseless and excessive OR sees them as neither senseless nor excessive because they are so reasonably minimal",1 = Good insight. Readily acknowledges absurdity or excessiveness of the rituals but does not seem completely convinced that there isn't something to be concerned about,"2 = Fair insight. Reluctantly admits behaviors seem unreasonable or excessive, but wavers. May have some unrealistic fears, but no fixed convictions","3 = Poor insight. Maintains that behaviors are not unreasonable or excessive, but acknowledges the validity of contrary evidence",4 = Lack insight. Definitely convinced that behaviors are reasonable and not excessive. Patient is unresponsive to contrary evidence
PX650501_OCD_EatingTraits_Change_Rituals,Would you like to change so that you would no longer be bothered by these rituals?,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501850101,,,,,Yes,No,,,
PX650501_OCD_EatingTraits_Change_RitualsSub,"[If the answer is yes, ask:] How much effort would you expend to make such changes?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501850102,,,,,0 = Patient desperately wants to stop the rituals and reports a willingness to do anything to stop them OR rituals are so minimal that it is reasonable to not want to stop them,1 = Patient does want to stop the rituals and is willing to work to some degree to do so,2 = Patient states that she would not like to be bothered by the rituals but does not seem willing to do very much toward that goal,"3 = The patient would like to diminish the impact of the rituals but does not say that she would like them to totally disappear. Further, she seems unwilling to be very active in making the Change",4 = The patient expresses no interest in stopping the rituals (The rituals may actually be comforting and reassuring)
PX650501_OCD_EatingTraits_Change_Rituals_Worst,Would you like to change so that you would no longer be bothered by these rituals?,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501850201,,,,,Yes,No,,,
PX650501_OCD_EatingTraits_Change_Rituals_WorstSub,"[If the answer is yes, ask:] How much effort would you expend to make such changes?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501850202,,,,,0 = Patient desperately wants to stop the rituals and reports a willingness to do anything to stop them OR rituals are so minimal that it is reasonable to not want to stop them,1 = Patient does want to stop the rituals and is willing to work to some degree to do so,2 = Patient states that she would not like to be bothered by the rituals but does not seem willing to do very much toward that goal,"3 = The patient would like to diminish the impact of the rituals but does not say that she would like them to totally disappear. Further, she seems unwilling to be very active in making the Change",4 = The patient expresses no interest in stopping the rituals (The rituals may actually be comforting and reassuring)
PX650501_OCD_EatingTraits_Avoidance,"Have you been avoiding doing anything, going any place, or being with anyone because of y our preoccupations or out of concern you will perform your rituals?",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501860101,,,,,Yes,No,,,
PX650501_OCD_EatingTraits_AvoidanceSub,"[If yes, ask:] How much do you avoid? (Rate degree to which patient deliberately tries to avoid things. Consider the frequency of occurrence of situations to be avoided; i.e. if circumstance is infrequent but always avoided, she would score a 1 not a 4. Sometimes rituals are designed to 'avoid' contact with something the patient fears - this would not be considered avoidance.]",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501860102,,,,,0 = No deliberate avoidance,"1 = Mild, minimal avoidance","2 = Moderate, some avoidance clearly present","3 = Severe, much avoidance; avoidance prominent","4 = Extreme, very extensive avoidance; patient does almost everything she can to avoid triggering symptoms"
PX650501_OCD_EatingTraits_Avoidance_Worst,"Have you been avoiding doing anything, going any place, or being with anyone because of y our preoccupations or out of concern you will perform your rituals?",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501860201,,,,,Yes,No,,,
PX650501_OCD_EatingTraits_Avoidance_WorstSub,"[If yes, ask:] How much do you avoid? (Rate degree to which patient deliberately tries to avoid things. Consider the frequency of occurrence of situations to be avoided; i.e. if circumstance is infrequent but always avoided, she would score a 1 not a 4. Sometimes rituals are designed to 'avoid' contact with something the patient fears - this would not be considered avoidance.]",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501860202,,,,,0 = No deliberate avoidance,"1 = Mild, minimal avoidance",,,
