"PX280501_Wealth_Checking_Savings_Value_1","Would it amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q9.2.3=No","","PhenX","PX280501090206","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds","Not including retirement accounts, do you (or anyone in your family living there) have any money in certificates of deposit, government bonds, or treasury bills?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501100100","","","","","Yes, one or more","No, none","Don’t know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Value","If you added up all such accounts (for all of your family living there), about how much would they amount to altogether right now?","DCW_280501.doc","decimal","","","","","ASK IF Q10.1=Yes, one or more","","PhenX","PX280501100201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Value_Enumerated","If you added up all such accounts (for all of your family living there), about how much would they amount to altogether right now? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q10.1=Yes, one or more","","PhenX","PX280501100202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Value_5","Would it amount to $5,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q10.2.2=Don't know/Refused","","PhenX","PX280501100203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Value_10","Would it amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q10.2.3=Yes","","PhenX","PX280501100204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q10.2.4=Yes","","PhenX","PX280501100205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Value_1","Would it amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q10.2.3=No","","PhenX","PX280501100206","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Interest_Value","How much interest did you (and all your family living there) earn altogether in [PYEAR]?","DCW_280501.doc","enumerated","","","","","ASK IF Q10.2.3=Don't know/Refused","","PhenX","PX280501100301","","","","","$0 ","Other","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Interest_Value_Other","How much interest did you (and all your family living there) earn altogether in [PYEAR]? Other","DCW_280501.doc","decimal","","","","","ASK IF Q10.3.1=Other","","PhenX","PX280501100302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Interest_Timeframe","The amount entered is: $_________ per:","DCW_280501.doc","enumerated","","","","","ASK IF Q10.3.2>0","","PhenX","PX280501100401","","","","","Month","Year","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Interest_Timeframe_Other","The amount entered is: $_________ per: Other, specify:","DCW_280501.doc","string","","","","","ASK IF Q10.4.1=Other","","PhenX","PX280501100402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Certificate_Deposit_Bonds_Months","During which months of [PYEAR] did you get this income? Select all that apply.","DCW_280501.doc","enumerated","","","","","ASK IF Q10.3.1=Don't know/Refused","","PhenX","PX280501100500","","","","","January","February","March","April","May","June","July","August","September","October","November","December","All","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Life_Insurance_Collections_Trusts","Do you (or anyone in your family living there) have any other savings or assets, such as cash value in a life insurance policy, a valuable collection for investment purposes, or rights in a trust or estate that you haven’t already told us about?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501110100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Life_Insurance_Collections_Trusts_Value","If you sold that and paid off any debts on it, how much would you have?","DCW_280501.doc","decimal","","","","","ASK IF Q11.1=Yes","","PhenX","PX280501110201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Life_Insurance_Collections_Trusts_Value_Enumerated","If you sold that and paid off any debts on it, how much would you have? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q11.1=Yes","","PhenX","PX280501110202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Life_Insurance_Collections_Trusts_Value_10","Would it amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q11.2.2=Don't know/Refused","","PhenX","PX280501110203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Life_Insurance_Collections_Trusts_Value_25","Would it amount to $25,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q11.2.3=Yes","","PhenX","PX280501110204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Life_Insurance_Collections_Trusts_Value_2","Would it amount to $2,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q11.2.3=No","","PhenX","PX280501110205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt","Aside from the debts that we have already talked about, like any mortgage on your main home or vehicle loans, do you (or anyone in your family living there) currently have any credit card or store card debt? Do not count new debt that will be paid off this month.","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501120100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt_Value","If you added up all credit card and store card debts (for all of your family living there), about how much would they amount to right now? (Please do not count any new debt that will be paid off this month.)","DCW_280501.doc","decimal","","","","","ASK IF Q12.1=Yes","","PhenX","PX280501120201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt_Value_Enumerated","If you added up all credit card and store card debts (for all of your family living there), about how much would they amount to right now? (Please do not count any new debt that will be paid off this month.) Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q12.1=Yes","","PhenX","PX280501120202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt_Value_5","Would it amount to $5,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q12.2.2=Don't know/Refused","","PhenX","PX280501120203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt_Value_10","Would it amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q12.2.3=Yes","","PhenX","PX280501120204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt_Value_15","Would it amount to $15,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q12.2.4=Yes","","PhenX","PX280501120205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Credit_Card_Debt_Value_1","Would it amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q12.2.3=No","","PhenX","PX280501120206","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Medical_Legal_Bills","Do you (or anyone in your family living there) currently have any other debts such as student loans, medical or legal bills, or loans from relatives? (INCLUDE unpaid balance(s), or student loans that are outstanding.)","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501130101","","","","","Student loans","Medical bills","Legal bills","Loans from relatives","Other","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Medical_Legal_Bills_Enumerated","Do you (or anyone in your family living there) currently have any other debts such as student loans, medical or legal bills, or loans from relatives? (INCLUDE unpaid balance(s), or student loans that are outstanding.) Other, specify:","DCW_280501.doc","string","","","","","ASK IF Q13.1.1=Other","","PhenX","PX280501130102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans","If you added up all student loans [for all of your family living there], about how much would they amount to right now?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501130201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Enumerated","If you added up all student loans [for all of your family living there], about how much would they amount to right now? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501130202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Value_25","Would it amount to $25,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.2.2=Don't know/Refused","","PhenX","PX280501130203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.2.3=Yes","","PhenX","PX280501130204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Value_75","Would it amount to $75,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.2.4=Yes","","PhenX","PX280501130205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Student_Loans_Value_10","Would it amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.2.3=No","","PhenX","PX280501130206","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Medical_Bills","If you added up all medical bills (for all of your family living there), about how much would they amount to right now?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501130301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Medical_Bills_Enumerated","If you added up all medical bills (for all of your family living there), about how much would they amount to right now? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501130302","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Medical_Bills_Value_3","Would they amount to $3,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.3.2=Don't know/Refused","","PhenX","PX280501130303","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Medical_Bills_Value_10","Would they amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.3.3=Yes","","PhenX","PX280501130304","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Medical_Bills_Value_25","Would they amount to $25,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.3.4=Yes","","PhenX","PX280501130305","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Medical_Bills_Value_1","Would they amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.3.3=No","","PhenX","PX280501130306","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Legal_Bills","If you added up all legal bills (for all of your family living there), about how much would they amount to right now]?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501130401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Legal_Bills_Enumerated","If you added up all legal bills (for all of your family living there), about how much would they amount to right now]? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501130402","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Legal_Bills_Value_3","Would they amount to $3,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.4.2=Don't know/Refused","","PhenX","PX280501130403","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Legal_Bills_Value_8","Would they amount to $8,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.4.3=Yes","","PhenX","PX280501130404","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Legal_Bills_Value_20","Would they amount to $20,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.4.4=Yes","","PhenX","PX280501130405","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Legal_Bills_Value_1","Would they amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.4.3=No","","PhenX","PX280501130406","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Loans","If you added up all loans from relatives (for all of your family living there), about how much would they amount to right now?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501130501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Loans_Enumerated","If you added up all loans from relatives (for all of your family living there), about how much would they amount to right now? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501130502","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Loans_Value_4","Would they amount to $4,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.5.2=Don't know/Refused","","PhenX","PX280501130503","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Loans_Value_10","Would they amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.5.3=Yes","","PhenX","PX280501130504","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Loans_Value_20","Would they amount to $20,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.5.4=Yes","","PhenX","PX280501130505","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Loans_Value_1","Would they amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.5.3=No","","PhenX","PX280501130506","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts_Specify","What were those other debts? Specify:","DCW_280501.doc","string","","","","","","","PhenX","PX280501130601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts","If you added up all other debts (for all of your family living there), about how much would they amount to right now?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501130602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts_Enumerated","If you added up all other debts (for all of your family living there), about how much would they amount to right now? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501130603","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts_Value_4","Would they amount to $4,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.6.3=Don't know/Refused","","PhenX","PX280501130604","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts_Value_10","Would they amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.6.4=Yes","","PhenX","PX280501130605","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts_Value_20","Would they amount to $20,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.6.5=Yes","","PhenX","PX280501130606","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Other_Debts_Value_1","Would they amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q13.6.4=No","","PhenX","PX280501130607","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA","These next questions are about changes in your wealth during the last two years. Since January [P2YEAR], did you (or anyone in your family living there) put aside money in any private annuities or I.R.A.s (Individual Retirement Account)?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501140100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Amount","How much did that amount to?","DCW_280501.doc","decimal","","","","","ASK IF Q14.1=Yes","","PhenX","PX280501140201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Amount_Enumerated","How much did that amount to? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q14.1=Yes","","PhenX","PX280501140202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Amount_1","Would they amount to $1,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.2.2=Don't know/Refused","","PhenX","PX280501140203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Amount_10","Would they amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.2.3=Yes","","PhenX","PX280501140204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Amount_50","Would they amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.2.4=Yes","","PhenX","PX280501140205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Amount_5","Would they amount to $5,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.2.4=No","","PhenX","PX280501140206","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash","Since January [P2YEAR], did you (or anyone in your family living there) cash in any part of a pension, private annuity or I.R.A. (Individual Retirement Account)?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.1=No OR Q14.2.4=Don't know/Refused","","PhenX","PX280501140300","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash_Amount","How much did that amount to?","DCW_280501.doc","decimal","","","","","ASK IF Q14.3=Yes","","PhenX","PX280501140401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash_Amount_Enumerated","How much did that amount to? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q14.3=Yes","","PhenX","PX280501140402","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash_Amount_10","Was it $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.4.2=Don't know/Refused","","PhenX","PX280501140403","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash_Amount_50","Was it $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.4.3=Yes","","PhenX","PX280501140404","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash_Amount_100","Was it $100,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.4.4=Yes","","PhenX","PX280501140405","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuity_IRA_Cash_Amount_5","Was it $5,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q14.4.3=No","","PhenX","PX280501140406","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Sales","Since January [P2YEAR], did you (or anyone in your family living there) sell any home you were using as your main residence?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501150100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Sales_Price","About how much was the selling price, not including selling commissions and costs? (If R sold more than one main home, ask about the one owned in January, [P2YEAR])","DCW_280501.doc","decimal","","","","","ASK IF Q15.1=Yes","","PhenX","PX280501150201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Sales_Price_Enumerated","About how much was the selling price, not including selling commissions and costs? (If R sold more than one main home, ask about the one owned in January, [P2YEAR]) Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q15.1=Yes","","PhenX","PX280501150202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Sales_Price_60","Was it $60,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q15.2.2=Don't know/Refused","","PhenX","PX280501150203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Sales_Price_120","Was it $120,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q15.2.3=Yes","","PhenX","PX280501150204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Sales_Price_30","Was it $30,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q15.2.3=No","","PhenX","PX280501150205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Purchase_Price","Since January [P2YEAR], did you (or anyone in your family living there) buy or sell any real estate other than your main home, such as a vacation home, land (not including farmland), or rental property? • If R says only “Yes”, PROBE: Did you buy only, sell only, or both?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501150200","","","","","Yes, bought only","Yes, sold only","Yes, both bought and sold","No, neither","Don’t know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Purchase_Price_Amount","Altogether, how much money did you (or anyone in your family living there] spend on any real estate other than your main home, such as a vacation home, land (not including farmland), or rental property since January [P2YEAR]? ","DCW_280501.doc","decimal","","","","","ASK IF Q15.2=Yes, bought only OR Q15.2=Yes, both bought and sold","","PhenX","PX280501150301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Purchase_Price_Amount_Enumerated","Altogether, how much money did you (or anyone in your family living there] spend on any real estate other than your main home, such as a vacation home, land (not including farmland), or rental property since January [P2YEAR]?  Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q15.2=Yes, bought only OR Q15.2=Yes, both bought and sold","","PhenX","PX280501150302","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Purchase_Price_Amount_60","Was it $60,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q15.3.2=Don't know/Refused","","PhenX","PX280501150303","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Buy_Sell_Real_Estate_Purchase_Price_Amount_120","Was it $120,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q15.3.3=Yes","","PhenX","PX280501150304","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
