VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,
PX091502_Child_Sleep_Disorder_Still_Present_3,Is the sleep disorder still present?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502520303,,,,,Yes,No,,,,
PX091502_Child_Sleep_Disorder_Diagnosis_4,Please list any sleep disorders diagnosed or suspected by a physician in your child.,DCW_091502.doc,string,,,,,,,PhenX,PX091502520401,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Start_Date_4,The date the sleep disorder started?,DCW_091502.doc,Date,,,,,,,PhenX,PX091502520402,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Still_Present_4,Is the sleep disorder still present?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502520403,,,,,Yes,No,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Diagnosis_1,"Please list any psychological, psychiatric, emotional, or behavioral problems diagnosed or suspected by a physician in your child.",DCW_091502.doc,string,,,,,,,PhenX,PX091502530101,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Start_Date_1,"The date the psychological, psychiatric, emotional, or behavioral problem started?",DCW_091502.doc,Date,,,,,,,PhenX,PX091502530102,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Still_Present_1,"Is the psychological, psychiatric, emotional, or behavioral problem still present?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502530103,,,,,Yes,No,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Diagnosis_2,"Please list any psychological, psychiatric, emotional, or behavioral problems diagnosed or suspected by a physician in your child.",DCW_091502.doc,string,,,,,,,PhenX,PX091502530201,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Start_Date_2,"The date the psychological, psychiatric, emotional, or behavioral problem started?",DCW_091502.doc,Date,,,,,,,PhenX,PX091502530202,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Still_Present_2,"Is the psychological, psychiatric, emotional, or behavioral problem still present?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502530203,,,,,Yes,No,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Diagnosis_3,"Please list any psychological, psychiatric, emotional, or behavioral problems diagnosed or suspected by a physician in your child.",DCW_091502.doc,string,,,,,,,PhenX,PX091502530301,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Start_Date_3,"The date the psychological, psychiatric, emotional, or behavioral problem started?",DCW_091502.doc,Date,,,,,,,PhenX,PX091502530302,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Still_Present_3,"Is the psychological, psychiatric, emotional, or behavioral problem still present?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502530303,,,,,Yes,No,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Diagnosis_4,"Please list any psychological, psychiatric, emotional, or behavioral problems diagnosed or suspected by a physician in your child.",DCW_091502.doc,string,,,,,,,PhenX,PX091502530401,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Start_Date_4,"The date the psychological, psychiatric, emotional, or behavioral problem started?",DCW_091502.doc,Date,,,,,,,PhenX,PX091502530402,,,,,,,,,,
PX091502_Child_Psychological_Psychiatric_Behavior_Still_Present_4,"Is the psychological, psychiatric, emotional, or behavioral problem still present?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502530403,,,,,Yes,No,,,,
PX091502_Sleep_Behavior_Disorder_Relative_1,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents: Relative.",DCW_091502.doc,string,,,,,,,PhenX,PX091502540101,,,,,,,,,,
PX091502_Sleep_Behavior_Disorder_Condition_1,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents: Condition.",DCW_091502.doc,string,,,,,,,PhenX,PX091502540102,,,,,,,,,,
PX091502_Sleep_Behavior_Disorder_Relative_2,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents: Relative.",DCW_091502.doc,string,,,,,,,PhenX,PX091502540201,,,,,,,,,,
PX091502_Sleep_Behavior_Disorder_Condition_2,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents: Condition.",DCW_091502.doc,string,,,,,,,PhenX,PX091502540202,,,,,,,,,,
PX091502_Sleep_Behavior_Disorder_Relative_3,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents: Relative.",DCW_091502.doc,string,,,,,,,PhenX,PX091502540301,,,,,,,,,,
PX091502_Sleep_Behavior_Disorder_Condition_3,"Please list any sleep or behavior disorders diagnosed or suspected in your child's brothers, sisters, or parents: Condition.",DCW_091502.doc,string,,,,,,,PhenX,PX091502540302,,,,,,,,,,
PX091502_Additional_Comments,Please print any additional comments you feel are important. Please also describe details regarding any of the above questions.,DCW_091502.doc,string,,,,,,,PhenX,PX091502550000,,,,,,,,,,
PX091502_Child_Not_Seem_Listen,This child often does not seem to listen when spoken to directly.,DCW_091502.doc,encoded values,,,,,"Please indicate, by checking the appropriate box, how much each statement applies to this child.",,PhenX,PX091502560100,,,,,0 = Does not apply,1 = Applies just a little,2 = Applies quite a bit,3 = Definitely applies most of the time,,
PX091502_Child_Difficulty_Organizing,This child often has difficulty organizing tasks and activities.,DCW_091502.doc,encoded values,,,,,"Please indicate, by checking the appropriate box, how much each statement applies to this child.",,PhenX,PX091502560200,,,,,0 = Does not apply,1 = Applies just a little,2 = Applies quite a bit,3 = Definitely applies most of the time,,
PX091502_Child_Easily_Distracted,This child often is easily distracted by extraneous stimuli.,DCW_091502.doc,encoded values,,,,,"Please indicate, by checking the appropriate box, how much each statement applies to this child.",,PhenX,PX091502560300,,,,,0 = Does not apply,1 = Applies just a little,2 = Applies quite a bit,3 = Definitely applies most of the time,,
PX091502_Child_Fidget_Hands_Feet_Squirm,This child often fidgets with hands or feet or squirms in seat.,DCW_091502.doc,encoded values,,,,,"Please indicate, by checking the appropriate box, how much each statement applies to this child.",,PhenX,PX091502560400,,,,,0 = Does not apply,1 = Applies just a little,2 = Applies quite a bit,3 = Definitely applies most of the time,,
PX091502_Child_On_Go_Driven_By_Motor,"This child often is ""on the go"" or often acts as if ""driven by a motor"".",DCW_091502.doc,encoded values,,,,,"Please indicate, by checking the appropriate box, how much each statement applies to this child.",,PhenX,PX091502560500,,,,,0 = Does not apply,1 = Applies just a little,2 = Applies quite a bit,3 = Definitely applies most of the time,,
PX091502_Child_Interrupt_Intrude_Others,"This child often interrupts or intrudes on others (e.g., butts into conversations or games.)",DCW_091502.doc,encoded values,,,,,"Please indicate, by checking the appropriate box, how much each statement applies to this child.",,PhenX,PX091502560600,,,,,0 = Does not apply,1 = Applies just a little,2 = Applies quite a bit,3 = Definitely applies most of the time,,
